Текст	Номер предложения в тексте	Слово	Номер слова	Разметчик	Тэги	Ошибка
 - ( - , - ), Ivan_new_tagg _A3 2597	13	тоже	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	объснит	9	Annotator2	lex, tense	объснит
 - ( - , - ), Ivan_new_tagg _A3 2597	13	отношение	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	13	дружбы	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	14	Обязательно	1	Annotator2	syntax	,   что
 - ( - , - ), Ivan_new_tagg _A3 2597	14	что	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	14	друзья	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	14	ссорятся	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	14	и	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	14	договориваются	6	Annotator2	lex	договориваются   на   соглашение
 - ( - , - ), Ivan_new_tagg _A3 2597	14	на	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	14	соглашение	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	15	Иногда	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	15	ссор	2	Annotator2	gov	ссор
 - ( - , - ), Ivan_new_tagg _A3 2597	15	проводит	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	15	трагедию	4	Annotator2	gov	трагедию
 - ( - , - ), Ivan_new_tagg _A3 2597	16	В	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	самом	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	плохом	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	случае	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	результат	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	дружбы	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	смерть	7	Annotator2	lex	смерть
 - ( - , - ), Ivan_new_tagg _A3 2597	16	друга	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	или	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	смерть	10	Annotator2	lex	смерть   своё
 - ( - , - ), Ivan_new_tagg _A3 2597	16	своё	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	как	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	случай	13			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	Ленского	14			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	и	15			
 - ( - , - ), Ivan_new_tagg _A3 2597	16	Онегина	16			
 - ( - , - ), Ivan_new_tagg _A3 2597	17	Самое	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	17	главное	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	17	окончить	3	Annotator2	lex	окончить   ссор
 - ( - , - ), Ivan_new_tagg _A3 2597	17	ссор	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	17	перед	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	17	чем-то	6	Annotator2	constr	чем-то   плохой
 - ( - , - ), Ivan_new_tagg _A3 2597	17	плохой	7	Annotator2	lex	плохой
 - ( - , - ), Ivan_new_tagg _A3 2597	18	Обычно	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	18	ссор	2	Annotator2	gov	ссор
 - ( - , - ), Ivan_new_tagg _A3 2597	18	нет	3	Annotator2	lex	нет
 - ( - , - ), Ivan_new_tagg _A3 2597	18	главная	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	18	проблема	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	18	дружбы	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	18	если	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	18	их	8	Annotator2	ref	их
 - ( - , - ), Ivan_new_tagg _A3 2597	18	дружба	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	18	правая	10	Annotator2	lex	правая
 - ( - , - ), Ivan_new_tagg _A3 2597	19	По	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	ко	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	Кто-то	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	скажит	4	Annotator2	orpho/phon	скажит
 - ( - , - ), Ivan_new_tagg _A3 2597	19	что	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	ссор	6	Annotator2	gov	ссор
 - ( - , - ), Ivan_new_tagg _A3 2597	19	очень	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	важное	8	Annotator2	lex	важное   участие
 - ( - , - ), Ivan_new_tagg _A3 2597	19	участие	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	дружбы	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	потому	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	что	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	от	13	Annotator2	lex	от
 - ( - , - ), Ivan_new_tagg _A3 2597	19	ссора	14	Annotator2	gov	ссора
 - ( - , - ), Ivan_new_tagg _A3 2597	19	друг	15			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	другому	16	Annotator2	gov	другому
 - ( - , - ), Ivan_new_tagg _A3 2597	19	они	17			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	знают	18	Annotator2	lex, tense	знают   и   учат
 - ( - , - ), Ivan_new_tagg _A3 2597	19	знают	18	Annotator2	constr	знают   и   учат
 - ( - , - ), Ivan_new_tagg _A3 2597	19	и	19			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	учат	20			
 - ( - , - ), Ivan_new_tagg _A3 2597	19	больше	21			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	Ну	1	Annotator2	not-clear	Ну   я   уверен,   что   ссор   нет   только   тема   друга.
 - ( - , - ), Ivan_new_tagg _A3 2597	20	я	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	уверен	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	что	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	ссор	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	нет	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	только	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	тема	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	20	друга	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	21	Друг	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	21	хороший	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	21	друг	3			
 - ( - , - ), Ivan_new_tagg _A3 2597	21	лучше	4	Annotator2	wo	лучше   делает   вашу   жизнь
 - ( - , - ), Ivan_new_tagg _A3 2597	21	делает	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	21	вашу	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	21	жизнь	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	Разговоры	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	любовь	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	путешествование	3	Annotator2	morph	путешествование
 - ( - , - ), Ivan_new_tagg _A3 2597	22	и	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	так	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	и	6	Annotator2	lex	и   так
 - ( - , - ), Ivan_new_tagg _A3 2597	22	так	7			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	эти	8			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	все	9			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	темы	10			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	друга	11			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	и	12			
 - ( - , - ), Ivan_new_tagg _A3 2597	22	дружбы	13			
 - ( - , - ), Ivan_new_tagg _A3 2597	23	Без	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	23	друга	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	23	без	3	Annotator2	lex	без
 - ( - , - ), Ivan_new_tagg _A3 2597	23	жизнь	4	Annotator2	gov	жизнь
 - ( - , - ), Ivan_new_tagg _A3 2597	23	можно	5			
 - ( - , - ), Ivan_new_tagg _A3 2597	23	сказать	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	24	Это	1			
 - ( - , - ), Ivan_new_tagg _A3 2597	24	причина	2			
 - ( - , - ), Ivan_new_tagg _A3 2597	24	тебе	3	Annotator2	constr	тебе
 - ( - , - ), Ivan_new_tagg _A3 2597	24	надо	4			
 - ( - , - ), Ivan_new_tagg _A3 2597	24	гругу	5	Annotator2	wo	гругу   относиться   хорошо
 - ( - , - ), Ivan_new_tagg _A3 2597	24	гругу	5	Annotator2	orpho	гругу
 - ( - , - ), Ivan_new_tagg _A3 2597	24	относиться	6			
 - ( - , - ), Ivan_new_tagg _A3 2597	24	хорошо	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	1	Что	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	1	такое	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	1	друг	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	2	Что	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	2	такое	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	2	друг	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	Это	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	очень	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	трудный	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	вопрос	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	потому	5	Annotator2	lex	потому   что
 - ( - , - ), Ivan_old_tagg _A3 2597	3	что	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	никто	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	может	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	дать	9	Annotator2	lex	самый
 - ( - , - ), Ivan_old_tagg _A3 2597	3	самый	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	хороший	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	3	ответ	12			
 - ( - , - ), Ivan_old_tagg _A3 2597	4	Слобарь	1	Annotator2	orpho/typo/graph	Слобарь
 - ( - , - ), Ivan_old_tagg _A3 2597	4	можеть	2	Annotator2	asp	можеть   сказать
 - ( - , - ), Ivan_old_tagg _A3 2597	4	сказать	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	4	друг	4	Annotator2	constr	друг
 - ( - , - ), Ivan_old_tagg _A3 2597	4	человек	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	4	с	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	4	которым	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	4	ты	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	4	отношешься	9	Annotator2	orpho, lex	отношешься
 - ( - , - ), Ivan_old_tagg _A3 2597	4	дружбой	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	5	Хорошо	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	6	Это	1	Annotator2	constr	Это
 - ( - , - ), Ivan_old_tagg _A3 2597	6	не	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	6	объяснит	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	6	ничего	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	Но	1	Annotator2	non-clear	Но   я   думаю,   что   каждому   человеку   друг   не   значет   не   совсем   равно.
 - ( - , - ), Ivan_old_tagg _A3 2597	7	я	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	думаю	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	что	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	каждому	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	человеку	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	друг	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	не	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	значет	9			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	не	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	совсем	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	7	равно	12			
 - ( - , - ), Ivan_old_tagg _A3 2597	8	Иногда	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	8	я	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	8	стану	3	Annotator2	morph	стану   хотеть
 - ( - , - ), Ivan_old_tagg _A3 2597	8	хотеть	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	8	разговоривать	5	Annotator2	lex	разговоривать
 - ( - , - ), Ivan_old_tagg _A3 2597	8	с	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	8	кем-то	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	Мне	1	Annotator2	gov	Мне
 - ( - , - ), Ivan_old_tagg _A3 2597	9	чувствовал	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	так	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	потому	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	что	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	я	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	хочу	7	Annotator2	constr	хочу   слушать   от   них
 - ( - , - ), Ivan_old_tagg _A3 2597	9	хочу	7	Annotator2	asp	хочу
 - ( - , - ), Ivan_old_tagg _A3 2597	9	слушать	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	от	9			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	них	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	потому	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	что	12			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	я	13			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	хочу	14			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	говорить	15	Annotator2	constr	говорить   о   моей   сторий
 - ( - , - ), Ivan_old_tagg _A3 2597	9	о	16			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	моей	17			
 - ( - , - ), Ivan_old_tagg _A3 2597	9	сторий	18	Annotator2	calque	сторий
 - ( - , - ), Ivan_old_tagg _A3 2597	10	Иногда	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	10	я	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	10	не	3	Annotator2	lex	не   рад
 - ( - , - ), Ivan_old_tagg _A3 2597	10	рад	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	10	и	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	10	хочется	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	10	мне	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	10	кого-то	8	Annotator2	gov	кого-то
 - ( - , - ), Ivan_old_tagg _A3 2597	10	объяснять	9	Annotator2	asp	объяснять
 - ( - , - ), Ivan_old_tagg _A3 2597	10	мое	10	Annotator2	lex	мое   условие
 - ( - , - ), Ivan_old_tagg _A3 2597	10	условие	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	Я	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	думаю	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	что	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	мои	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	друзья	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	люди	6	Annotator2	ref	люди
 - ( - , - ), Ivan_old_tagg _A3 2597	11	которые	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	будят	8	Annotator2	orpho	будят
 - ( - , - ), Ivan_old_tagg _A3 2597	11	рассказать	9	Annotator2	lex	рассказать
 - ( - , - ), Ivan_old_tagg _A3 2597	11	со	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	мной	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	в	12			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	такой	13			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	времени	14	Annotator2	lex	времени
 - ( - , - ), Ivan_old_tagg _A3 2597	11	и	15			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	люди	16	Annotator2	constr	люди   с   которым   я   может   чувствовать   лучше   после   наши   разговоры
 - ( - , - ), Ivan_old_tagg _A3 2597	11	с	17			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	которым	18			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	я	19			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	может	20	Annotator2	asp	может
 - ( - , - ), Ivan_old_tagg _A3 2597	11	чувствовать	21			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	лучше	22			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	после	23			
 - ( - , - ), Ivan_old_tagg _A3 2597	11	наши	24	Annotator2	gov	наши   разговоры
 - ( - , - ), Ivan_old_tagg _A3 2597	11	разговоры	25			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	Но	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	я	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	совсем	3	Annotator2	lex	совсем
 - ( - , - ), Ivan_old_tagg _A3 2597	12	согласить	4	Annotator2	lex	согласить
 - ( - , - ), Ivan_old_tagg _A3 2597	12	что	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	человек	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	не	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	всегда	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	относит	9	Annotator2	asp	относит
 - ( - , - ), Ivan_old_tagg _A3 2597	12	к	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	другу	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	12	хорошо	12			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	Война	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	и	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	Мир	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	имени	4	Annotator2	constr	имени   великого   романа
 - ( - , - ), Ivan_old_tagg _A3 2597	13	великого	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	романа	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	Толстого	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	тоже	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	объснит	9	Annotator2	lex, asp	объснит
 - ( - , - ), Ivan_old_tagg _A3 2597	13	отношение	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	13	дружбы	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	14	Обязательно	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	14	что	2	Annotator2	syntax	что
 - ( - , - ), Ivan_old_tagg _A3 2597	14	друзья	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	14	ссорятся	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	14	и	5	Annotator2	lex	договориваются   на   соглашение
 - ( - , - ), Ivan_old_tagg _A3 2597	14	договориваются	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	14	на	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	14	соглашение	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	15	Иногда	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	15	ссор	2	Annotator2	gov	ссор
 - ( - , - ), Ivan_old_tagg _A3 2597	15	проводит	3	Annotator2		проводит
 - ( - , - ), Ivan_old_tagg _A3 2597	15	трагедию	4	Annotator2	gov	трагедию
 - ( - , - ), Ivan_old_tagg _A3 2597	16	В	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	самом	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	плохом	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	случае	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	результат	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	дружбы	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	смерть	7	Annotator2	lex	смерть
 - ( - , - ), Ivan_old_tagg _A3 2597	16	друга	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	или	9			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	смерть	10	Annotator2	lex	смерть   своё
 - ( - , - ), Ivan_old_tagg _A3 2597	16	своё	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	как	12	Annotator2	lex	случай
 - ( - , - ), Ivan_old_tagg _A3 2597	16	случай	13			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	Ленского	14			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	и	15			
 - ( - , - ), Ivan_old_tagg _A3 2597	16	Онегина	16			
 - ( - , - ), Ivan_old_tagg _A3 2597	17	Самое	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	17	главное	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	17	окончить	3	Annotator2	lex	окончить   ссор
 - ( - , - ), Ivan_old_tagg _A3 2597	17	ссор	4	Annotator2	gov	ссор
 - ( - , - ), Ivan_old_tagg _A3 2597	17	перед	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	17	чем-то	6	Annotator2	constr	чем-то   плохой
 - ( - , - ), Ivan_old_tagg _A3 2597	17	плохой	7	Annotator2	lex	плохой
 - ( - , - ), Ivan_old_tagg _A3 2597	18	Обычно	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	ссор	2	Annotator2	gov	ссор
 - ( - , - ), Ivan_old_tagg _A3 2597	18	нет	3	Annotator2	lex	нет
 - ( - , - ), Ivan_old_tagg _A3 2597	18	главная	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	проблема	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	дружбы	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	если	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	их	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	дружба	9			
 - ( - , - ), Ivan_old_tagg _A3 2597	18	правая	10	Annotator2	lex	правая
 - ( - , - ), Ivan_old_tagg _A3 2597	19	По	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	ко	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	Кто-то	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	скажит	4	Annotator2	orpho	скажит
 - ( - , - ), Ivan_old_tagg _A3 2597	19	что	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	ссор	6	Annotator2	gov	ссор
 - ( - , - ), Ivan_old_tagg _A3 2597	19	очень	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	важное	8	Annotator2	coord	важное
 - ( - , - ), Ivan_old_tagg _A3 2597	19	участие	9	Annotator2	lex	участие
 - ( - , - ), Ivan_old_tagg _A3 2597	19	дружбы	10			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	потому	11			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	что	12			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	от	13	Annotator2	lex	от
 - ( - , - ), Ivan_old_tagg _A3 2597	19	ссора	14	Annotator2	gov	ссора
 - ( - , - ), Ivan_old_tagg _A3 2597	19	друг	15			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	другому	16			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	они	17			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	знают	18	Annotator2	lex, constr	знают   и   учат
 - ( - , - ), Ivan_old_tagg _A3 2597	19	и	19			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	учат	20			
 - ( - , - ), Ivan_old_tagg _A3 2597	19	больше	21			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	Ну	1	Annotator2	not-clear	Ну   я   уверен,   что   ссор   нет   только   тема   друга
 - ( - , - ), Ivan_old_tagg _A3 2597	20	я	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	уверен	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	что	4			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	ссор	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	нет	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	только	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	тема	8			
 - ( - , - ), Ivan_old_tagg _A3 2597	20	друга	9			
 - ( - , - ), Ivan_old_tagg _A3 2597	21	Друг	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	21	хороший	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	21	друг	3			
 - ( - , - ), Ivan_old_tagg _A3 2597	21	лучше	4	Annotator2	constr	лучше   делает   вашу   жизнь
 - ( - , - ), Ivan_old_tagg _A3 2597	21	делает	5			
 - ( - , - ), Ivan_old_tagg _A3 2597	21	вашу	6			
 - ( - , - ), Ivan_old_tagg _A3 2597	21	жизнь	7			
 - ( - , - ), Ivan_old_tagg _A3 2597	22	Разговоры	1			
 - ( - , - ), Ivan_old_tagg _A3 2597	22	любовь	2			
 - ( - , - ), Ivan_old_tagg _A3 2597	22	путешествование	3	Annotator2	morph	путешествование
